2026-04-27 11:55:40 [INFO] law_spider: ============================================================
2026-04-27 11:55:40 [INFO] law_spider: 法律条文爬虫启动
2026-04-27 11:55:40 [INFO] law_spider: ============================================================
2026-04-27 11:55:48 [INFO] law_spider: Saved: 第1083条
2026-04-27 11:55:48 [INFO] law_spider: Saved: 第1084条
2026-04-27 11:55:48 [INFO] law_spider: Saved: 第1085条
2026-04-27 11:55:48 [INFO] law_spider: Saved: 第1086条
2026-04-27 11:55:48 [INFO] law_spider: Saved: 第1087条
2026-04-27 11:55:48 [INFO] law_spider: Saved: 第1088条
2026-04-27 11:55:49 [INFO] law_spider: Saved: 第1089条
2026-04-27 11:55:49 [INFO] law_spider: Saved: 第1090条
2026-04-27 11:55:49 [INFO] law_spider: Saved: 第1091条
2026-04-27 11:55:49 [INFO] law_spider: Saved: 第1092条
2026-04-27 11:55:50 [INFO] law_spider: Saved: 第1119条
2026-04-27 11:55:50 [INFO] law_spider: Saved: 第1120条
2026-04-27 11:55:50 [INFO] law_spider: Saved: 第1121条
2026-04-27 11:55:50 [INFO] law_spider: Saved: 第1122条
2026-04-27 11:55:50 [INFO] law_spider: Saved: 第1123条
2026-04-27 11:55:51 [INFO] law_spider: Saved: 第1124条
2026-04-27 11:55:51 [INFO] law_spider: Saved: 第1125条
2026-04-27 11:55:51 [INFO] law_spider: Saved: 第1126条
2026-04-27 11:55:51 [INFO] law_spider: Saved: 第1127条
2026-04-27 11:55:52 [INFO] law_spider: Saved: 第1128条
2026-04-27 11:55:52 [INFO] law_spider: Saved: 第1129条
2026-04-27 11:55:52 [INFO] law_spider: Saved: 第1130条
2026-04-27 11:55:52 [INFO] law_spider: Saved: 第1131条
2026-04-27 11:55:53 [INFO] law_spider: Saved: 第1132条
2026-04-27 11:55:53 [INFO] law_spider: Saved: 第1133条
2026-04-27 11:55:53 [INFO] law_spider: Saved: 第1134条
2026-04-27 11:55:53 [INFO] law_spider: Saved: 第1135条
2026-04-27 11:55:53 [INFO] law_spider: Saved: 第1136条
2026-04-27 11:55:53 [INFO] law_spider: Saved: 第1137条
2026-04-27 11:55:54 [INFO] law_spider: Saved: 第1138条
2026-04-27 11:55:54 [INFO] law_spider: Saved: 第1139条
2026-04-27 11:55:54 [INFO] law_spider: Saved: 第1140条
2026-04-27 11:55:54 [INFO] law_spider: Saved: 第1141条
2026-04-27 11:55:55 [INFO] law_spider: Saved: 第1142条
2026-04-27 11:55:55 [INFO] law_spider: Saved: 第1143条
2026-04-27 11:55:55 [INFO] law_spider: Saved: 第1144条
2026-04-27 11:55:55 [INFO] law_spider: Saved: 第1145条
2026-04-27 11:55:55 [INFO] law_spider: Saved: 第1146条
2026-04-27 11:55:56 [INFO] law_spider: Saved: 第1147条
2026-04-27 11:55:56 [INFO] law_spider: Saved: 第1148条
2026-04-27 11:55:56 [INFO] law_spider: Saved: 第1149条
2026-04-27 11:55:56 [INFO] law_spider: Saved: 第1150条
2026-04-27 11:55:57 [INFO] law_spider: Saved: 第1151条
2026-04-27 11:55:57 [INFO] law_spider: Saved: 第1152条
2026-04-27 11:55:57 [INFO] law_spider: Saved: 第1153条
2026-04-27 11:55:57 [INFO] law_spider: Saved: 第1154条
2026-04-27 11:55:57 [INFO] law_spider: Saved: 第1155条
2026-04-27 11:55:57 [INFO] law_spider: Saved: 第1156条
2026-04-27 11:55:58 [INFO] law_spider: Saved: 第1157条
2026-04-27 11:55:58 [INFO] law_spider: Saved: 第1158条
2026-04-27 11:55:58 [INFO] law_spider: Saved: 第1159条
2026-04-27 11:55:58 [INFO] law_spider: Saved: 第1160条
2026-04-27 11:55:58 [INFO] law_spider: Saved: 第1161条
2026-04-27 11:55:59 [INFO] law_spider: Saved: 第1162条
2026-04-27 11:55:59 [INFO] law_spider: Saved: 第1163条
2026-04-27 11:55:59 [INFO] law_spider: Saved: 反家暴法第1条
2026-04-27 11:55:59 [INFO] law_spider: Saved: 反家暴法第2条
2026-04-27 11:56:00 [INFO] law_spider: Saved: 反家暴法第3条
2026-04-27 11:56:00 [INFO] law_spider: Saved: 反家暴法第4条
2026-04-27 11:56:00 [INFO] law_spider: Saved: 反家暴法第5条
2026-04-27 11:56:00 [INFO] law_spider: Saved: 反家暴法第6条
2026-04-27 11:56:00 [INFO] law_spider: Saved: 反家暴法第7条
2026-04-27 11:56:01 [INFO] law_spider: Saved: 反家暴法第8条
2026-04-27 11:56:01 [INFO] law_spider: Saved: 反家暴法第9条
2026-04-27 11:56:01 [INFO] law_spider: Saved: 反家暴法第10条
2026-04-27 12:02:04 [INFO] law_spider: ============================================================
2026-04-27 12:02:04 [INFO] law_spider: 法律条文爬虫启动
2026-04-27 12:02:04 [INFO] law_spider: ============================================================
2026-04-27 12:02:04 [INFO] law_spider: Saved: 第1041条
2026-04-27 12:02:05 [INFO] law_spider: Saved: 第1042条
2026-04-27 12:02:05 [INFO] law_spider: Saved: 第1043条
2026-04-27 12:02:05 [INFO] law_spider: Saved: 第1044条
2026-04-27 12:02:05 [INFO] law_spider: Saved: 第1045条
2026-04-27 12:02:05 [INFO] law_spider: Saved: 第1046条
2026-04-27 12:02:05 [INFO] law_spider: Saved: 第1047条
2026-04-27 12:02:06 [INFO] law_spider: Saved: 第1048条
2026-04-27 12:02:06 [INFO] law_spider: Saved: 第1049条
2026-04-27 12:02:06 [INFO] law_spider: Saved: 第1050条
2026-04-27 12:02:06 [INFO] law_spider: Saved: 第1051条
2026-04-27 12:02:06 [INFO] law_spider: Saved: 第1052条
2026-04-27 12:02:07 [INFO] law_spider: Saved: 第1053条
2026-04-27 12:02:07 [INFO] law_spider: Saved: 第1054条
2026-04-27 12:02:07 [INFO] law_spider: Saved: 第1055条
2026-04-27 12:02:07 [INFO] law_spider: Saved: 第1056条
2026-04-27 12:02:08 [INFO] law_spider: Saved: 第1057条
2026-04-27 12:02:08 [INFO] law_spider: Saved: 第1058条
2026-04-27 12:02:08 [INFO] law_spider: Saved: 第1059条
2026-04-27 12:02:08 [INFO] law_spider: Saved: 第1060条
2026-04-27 12:02:08 [INFO] law_spider: Saved: 第1061条
2026-04-27 12:02:09 [INFO] law_spider: Saved: 第1062条
2026-04-27 12:02:09 [INFO] law_spider: Saved: 第1063条
2026-04-27 12:02:09 [INFO] law_spider: Saved: 第1064条
2026-04-27 12:02:09 [INFO] law_spider: Saved: 第1065条
2026-04-27 12:02:10 [INFO] law_spider: Saved: 第1066条
2026-04-27 12:02:10 [INFO] law_spider: Saved: 第1067条
2026-04-27 12:02:10 [INFO] law_spider: Saved: 第1068条
2026-04-27 12:02:10 [INFO] law_spider: Saved: 第1069条
2026-04-27 12:02:10 [INFO] law_spider: Saved: 第1070条
2026-04-27 12:02:10 [INFO] law_spider: Saved: 第1071条
2026-04-27 12:02:11 [INFO] law_spider: Saved: 第1072条
2026-04-27 12:02:11 [INFO] law_spider: Saved: 第1073条
2026-04-27 12:02:11 [INFO] law_spider: Saved: 第1074条
2026-04-27 12:02:11 [INFO] law_spider: Saved: 第1075条
2026-04-27 12:02:11 [INFO] law_spider: Saved: 第1076条
2026-04-27 12:02:12 [INFO] law_spider: Saved: 第1077条
2026-04-27 12:02:12 [INFO] law_spider: Saved: 第1078条
2026-04-27 12:02:12 [INFO] law_spider: Saved: 第1079条
2026-04-27 12:02:12 [INFO] law_spider: Saved: 第1080条
2026-04-27 12:02:12 [INFO] law_spider: Saved: 第1081条
2026-04-27 12:02:12 [INFO] law_spider: Saved: 第1082条
2026-04-27 12:02:13 [INFO] law_spider: Saved: 第1083条
2026-04-27 12:02:13 [INFO] law_spider: Saved: 第1084条
2026-04-27 12:02:13 [INFO] law_spider: Saved: 第1085条
2026-04-27 12:02:13 [INFO] law_spider: Saved: 第1086条
2026-04-27 12:02:14 [INFO] law_spider: Saved: 第1087条
2026-04-27 12:02:14 [INFO] law_spider: Saved: 第1088条
2026-04-27 12:02:14 [INFO] law_spider: Saved: 第1089条
2026-04-27 12:02:14 [INFO] law_spider: Saved: 第1090条
2026-04-27 12:02:14 [INFO] law_spider: Saved: 第1091条
2026-04-27 12:02:15 [INFO] law_spider: Saved: 第1092条
2026-04-27 12:02:15 [INFO] law_spider: Saved: 第1119条
2026-04-27 12:02:15 [INFO] law_spider: Saved: 第1120条
2026-04-27 12:02:15 [INFO] law_spider: Saved: 第1121条
2026-04-27 12:02:16 [INFO] law_spider: Saved: 第1122条
2026-04-27 12:02:16 [INFO] law_spider: Saved: 第1123条
2026-04-27 12:02:16 [INFO] law_spider: Saved: 第1124条
2026-04-27 12:02:16 [INFO] law_spider: Saved: 第1125条
2026-04-27 12:02:16 [INFO] law_spider: Saved: 第1126条
2026-04-27 12:02:17 [INFO] law_spider: Saved: 第1127条
2026-04-27 12:02:17 [INFO] law_spider: Saved: 第1128条
2026-04-27 12:02:17 [INFO] law_spider: Saved: 第1129条
2026-04-27 12:02:17 [INFO] law_spider: Saved: 第1130条
2026-04-27 12:02:18 [INFO] law_spider: Saved: 第1131条
2026-04-27 12:02:18 [INFO] law_spider: Saved: 第1132条
2026-04-27 12:02:18 [INFO] law_spider: Saved: 第1133条
2026-04-27 12:02:18 [INFO] law_spider: Saved: 第1134条
2026-04-27 12:02:18 [INFO] law_spider: Saved: 第1135条
2026-04-27 12:02:18 [INFO] law_spider: Saved: 第1136条
2026-04-27 12:02:19 [INFO] law_spider: Saved: 第1137条
2026-04-27 12:02:19 [INFO] law_spider: Saved: 第1138条
2026-04-27 12:02:19 [INFO] law_spider: Saved: 第1139条
2026-04-27 12:02:19 [INFO] law_spider: Saved: 第1140条
2026-04-27 12:02:19 [INFO] law_spider: Saved: 第1141条
2026-04-27 12:02:20 [INFO] law_spider: Saved: 第1142条
2026-04-27 12:02:20 [INFO] law_spider: Saved: 第1143条
2026-04-27 12:02:20 [INFO] law_spider: Saved: 第1144条
2026-04-27 12:02:20 [INFO] law_spider: Saved: 第1145条
2026-04-27 12:02:20 [INFO] law_spider: Saved: 第1146条
2026-04-27 12:02:21 [INFO] law_spider: Saved: 第1147条
2026-04-27 12:02:21 [INFO] law_spider: Saved: 第1148条
2026-04-27 12:02:21 [INFO] law_spider: Saved: 第1149条
2026-04-27 12:02:21 [INFO] law_spider: Saved: 第1150条
2026-04-27 12:02:21 [INFO] law_spider: Saved: 第1151条
2026-04-27 12:02:22 [INFO] law_spider: Saved: 第1152条
2026-04-27 12:02:22 [INFO] law_spider: Saved: 第1153条
2026-04-27 12:02:22 [INFO] law_spider: Saved: 第1154条
2026-04-27 12:02:22 [INFO] law_spider: Saved: 第1155条
2026-04-27 12:02:22 [INFO] law_spider: Saved: 第1156条
2026-04-27 12:02:22 [INFO] law_spider: Saved: 第1157条
2026-04-27 12:02:23 [INFO] law_spider: Saved: 第1158条
2026-04-27 12:02:23 [INFO] law_spider: Saved: 第1159条
2026-04-27 12:02:23 [INFO] law_spider: Saved: 第1160条
2026-04-27 12:02:23 [INFO] law_spider: Saved: 第1161条
2026-04-27 12:02:23 [INFO] law_spider: Saved: 第1162条
2026-04-27 12:02:24 [INFO] law_spider: Saved: 第1163条
2026-04-27 12:02:24 [INFO] law_spider: Saved: 反家暴法第1条
2026-04-27 12:02:24 [INFO] law_spider: Saved: 反家暴法第2条
2026-04-27 12:02:25 [INFO] law_spider: Saved: 反家暴法第3条
2026-04-27 12:02:25 [INFO] law_spider: Saved: 反家暴法第4条
2026-04-27 12:02:25 [INFO] law_spider: Saved: 反家暴法第5条
2026-04-27 12:02:25 [INFO] law_spider: Saved: 反家暴法第6条
2026-04-27 12:02:26 [INFO] law_spider: Saved: 反家暴法第7条
2026-04-27 12:02:26 [INFO] law_spider: Saved: 反家暴法第8条
2026-04-27 12:02:26 [INFO] law_spider: Saved: 反家暴法第9条
2026-04-27 12:02:26 [INFO] law_spider: Saved: 反家暴法第10条
2026-04-27 12:02:26 [INFO] law_spider: Saved: 反家暴法第11条
2026-04-27 12:02:27 [INFO] law_spider: Saved: 反家暴法第12条
2026-04-27 12:02:27 [INFO] law_spider: Saved: 反家暴法第13条
2026-04-27 12:02:27 [INFO] law_spider: Saved: 反家暴法第14条
2026-04-27 12:02:27 [INFO] law_spider: Saved: 反家暴法第15条
2026-04-27 12:02:28 [INFO] law_spider: Saved: 反家暴法第16条
2026-04-27 12:02:28 [INFO] law_spider: Saved: 反家暴法第17条
2026-04-27 12:02:28 [INFO] law_spider: Saved: 反家暴法第18条
2026-04-27 12:02:28 [INFO] law_spider: Saved: 反家暴法第19条
2026-04-27 12:02:28 [INFO] law_spider: Saved: 反家暴法第20条
2026-04-27 12:02:28 [INFO] law_spider: Saved: 反家暴法第21条
2026-04-27 12:02:29 [INFO] law_spider: Saved: 反家暴法第22条
2026-04-27 12:02:29 [INFO] law_spider: Saved: 反家暴法第23条
2026-04-27 12:02:29 [INFO] law_spider: Saved: 反家暴法第24条
2026-04-27 12:02:29 [INFO] law_spider: Saved: 反家暴法第25条
2026-04-27 12:02:29 [INFO] law_spider: Saved: 反家暴法第26条
2026-04-27 12:02:30 [INFO] law_spider: Saved: 反家暴法第27条
2026-04-27 12:02:30 [INFO] law_spider: Saved: 反家暴法第28条
2026-04-27 12:02:30 [INFO] law_spider: Saved: 反家暴法第29条
2026-04-27 12:02:30 [INFO] law_spider: Saved: 反家暴法第30条
2026-04-27 12:02:30 [INFO] law_spider: Saved: 反家暴法第31条
2026-04-27 12:02:31 [INFO] law_spider: Saved: 反家暴法第32条
2026-04-27 12:02:31 [INFO] law_spider: Saved: 反家暴法第33条
2026-04-27 12:02:31 [INFO] law_spider: Saved: 反家暴法第34条
2026-04-27 12:02:31 [INFO] law_spider: Saved: 反家暴法第35条
2026-04-27 12:02:32 [INFO] law_spider: Saved: 反家暴法第36条
2026-04-27 12:02:32 [INFO] law_spider: Saved: 反家暴法第37条
2026-04-27 12:02:32 [INFO] law_spider: ============================================================
2026-04-27 12:02:32 [INFO] law_spider: 法律条文爬虫完成: 成功=134, 失败=0
2026-04-27 12:02:32 [INFO] law_spider: ============================================================
